row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN3738_c0_g1,42.33698344,-2.728310766,2.390244158,-1.141436015,0.253688525,0.980548904,Hsp70 protein,Heat shock protein
TRINITY_DN114244_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1227478_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp70 protein,Heat shock protein
TRINITY_DN136510_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1383933_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1408581_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN44928_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp70 protein,Heat shock protein
TRINITY_DN505310_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN53211_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN55337_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN590753_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN642604_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp70 protein,Heat shock protein
TRINITY_DN72595_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp90 protein,Heat shock protein
TRINITY_DN8356_c1_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN9079_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN942135_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Universal stress protein family,Stress
TRINITY_DN944684_c0_g1,2.601563604,-4.987439784,4.37271537,-1.140581849,0.254043974,NA,Universal stress protein family,Stress
TRINITY_DN689_c3_g1,3.509266357,-3.903998713,3.429276765,-1.138432089,0.254940101,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1315941_c0_g1,2.187092967,4.598311818,4.047197246,1.136171908,0.255884625,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN159185_c0_g1,2.187092967,4.598311818,4.047197246,1.136171908,0.255884625,NA,Universal stress protein family,Stress
TRINITY_DN47272_c0_g1,2.187092967,4.598311818,4.047197246,1.136171908,0.255884625,NA,Hsp70 protein,Heat shock protein
TRINITY_DN992_c5_g1,2.187092967,4.598311818,4.047197246,1.136171908,0.255884625,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1803_c2_g2,2.114052736,-4.691983854,4.139129464,-1.133567794,0.256975889,NA,Hsp70 protein,Heat shock protein
TRINITY_DN40418_c1_g1,2.114052736,-4.691983854,4.139129464,-1.133567794,0.256975889,NA,Hsp70 protein,Heat shock protein
TRINITY_DN160503_c0_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Universal stress protein family,Stress
TRINITY_DN1802_c1_g2,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18052_c2_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18229_c0_g3,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp90 protein,Heat shock protein
TRINITY_DN24367_c4_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN3058_c9_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN32475_c0_g2,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN420233_c0_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp90 protein,Heat shock protein
TRINITY_DN45349_c0_g2,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN611440_c0_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN63655_c0_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN693333_c0_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN89112_c1_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN90414_c4_g1,2.549107516,-4.961884634,4.385331748,-1.131473038,0.257856046,NA,Hsp70 protein,Heat shock protein
TRINITY_DN35946_c0_g1,13.71057562,2.813554427,2.490069813,1.129909857,0.25851421,NA,Hsp70 protein,Heat shock protein
TRINITY_DN193_c5_g1,18.97921898,-3.200710762,2.839989616,-1.127014953,0.259736159,NA,Hsp90 protein,Heat shock protein
TRINITY_DN56209_c0_g1,16.97233688,-3.021930989,2.681670241,-1.126883888,0.259791576,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1129365_c0_g1,22.63196637,2.973297386,2.638518929,1.126881203,0.259792712,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN20121_c2_g1,13.06699003,3.062265359,2.717995735,1.126663048,0.259884971,NA,Hsp70 protein,Heat shock protein
TRINITY_DN897868_c0_g1,50.60989795,3.049039572,2.707603839,1.126102544,0.260122117,0.994244537,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN9949_c4_g1,19.04792552,2.637269809,2.342034654,1.12605926,0.260140437,NA,Hsp70 protein,Heat shock protein
TRINITY_DN8831_c0_g1,8.724643505,-3.203914289,2.846230378,-1.125669346,0.260305503,NA,Hsp70 protein,Heat shock protein
TRINITY_DN84225_c0_g1,16.15248673,2.807153301,2.493776212,1.125663677,0.260307904,NA,Hsp70 protein,Heat shock protein
TRINITY_DN26260_c1_g1,2.166367352,4.584976654,4.075062354,1.125130429,0.260533769,NA,Hsp70 protein,Heat shock protein
TRINITY_DN855183_c0_g1,2.166367352,4.584976654,4.075062354,1.125130429,0.260533769,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN58939_c0_g1,13.00142741,-3.057234997,2.727184649,-1.12102237,0.262278341,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN689_c1_g1,17.78915407,-3.55374127,3.170999793,-1.120700568,0.26241534,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1383820_c0_g1,2.024412256,-4.625999929,4.144274474,-1.116238791,0.264319934,NA,Hsp70 protein,Heat shock protein
TRINITY_DN164366_c0_g1,2.024412256,-4.625999929,4.144274474,-1.116238791,0.264319934,NA,Hsp90 protein,Heat shock protein
TRINITY_DN882405_c0_g1,2.05283157,-4.645531922,4.173270285,-1.113163444,0.26563824,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN90414_c0_g1,15.29804988,-2.994815739,2.691472731,-1.112705213,0.265835056,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14529_c0_g1,42.59163157,-3.0929354,2.786456015,-1.109988955,0.267003786,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10292_c1_g1,15.24559379,-2.989591864,2.694987365,-1.109315725,0.267294004,NA,Hsp90 protein,Heat shock protein
TRINITY_DN18517_c0_g1,16.16382224,2.645797813,2.386426039,1.108686282,0.267565542,NA,Hsp90 protein,Heat shock protein
TRINITY_DN133520_c0_g2,2.145641736,4.571490864,4.127876021,1.107468063,0.268091613,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1422237_c0_g1,1.967573629,-4.586243793,4.150195107,-1.105067033,0.269130544,NA,Universal stress protein family,Stress
TRINITY_DN21604_c0_g1,1.967573629,-4.586243793,4.150195107,-1.105067033,0.269130544,NA,Hsp90 protein,Heat shock protein
TRINITY_DN60799_c0_g1,12.59373717,2.697904025,2.442996578,1.104342122,0.269444757,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14902_c0_g2,21.34855296,-2.568769726,2.330222833,-1.10237085,0.270300479,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN220464_c0_g1,2.565389501,4.82634876,4.388303819,1.099821015,0.271410114,NA,Hsp70 protein,Heat shock protein
TRINITY_DN23959_c0_g2,2.565389501,4.82634876,4.388303819,1.099821015,0.271410114,NA,Hsp70 protein,Heat shock protein
TRINITY_DN248395_c0_g1,2.565389501,4.82634876,4.388303819,1.099821015,0.271410114,NA,Hsp70 protein,Heat shock protein
TRINITY_DN16673_c0_g1,14.02243791,2.615463816,2.37884441,1.099468214,0.271563891,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1343782_c0_g1,2.549899345,4.820413952,4.388893187,1.098321091,0.272064306,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN56597_c0_g1,2.549899345,4.820413952,4.388893187,1.098321091,0.272064306,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN590513_c0_g1,2.549899345,4.820413952,4.388893187,1.098321091,0.272064306,NA,Universal stress protein family,Stress
TRINITY_DN591586_c0_g1,2.549899345,4.820413952,4.388893187,1.098321091,0.272064306,NA,Hsp90 protein,Heat shock protein
TRINITY_DN76957_c0_g1,2.549899345,4.820413952,4.388893187,1.098321091,0.272064306,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6147_c0_g1,46.94485372,2.544530431,2.319333134,1.09709571,0.272599555,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN30015_c1_g1,24.13368804,2.489584184,2.272386205,1.095581455,0.273261981,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN154489_c0_g1,1.939154316,-4.565967341,4.168649887,-1.095310824,0.273380487,NA,Hsp70 protein,Heat shock protein
TRINITY_DN306331_c0_g1,52.60934957,2.465764383,2.25629676,1.092836911,0.274465412,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1134391_c0_g1,2.057503816,4.508314464,4.128888145,1.091895519,0.274879028,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN23044_c0_g1,39.21510296,2.88520113,2.644411984,1.091055837,0.275248314,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN38220_c0_g1,2.0367782,4.494122294,4.120126018,1.090773019,0.275372772,NA,Hsp70 protein,Heat shock protein
TRINITY_DN17371_c0_g1,10.73590814,-3.532397414,3.248187537,-1.087497989,0.276816787,NA,Universal stress protein family,Stress
TRINITY_DN26853_c1_g1,2.016052585,4.479803415,4.122083485,1.08678134,0.277133456,NA,Hsp90 protein,Heat shock protein
TRINITY_DN295238_c0_g1,2.078229431,4.522400081,4.162927651,1.086350871,0.277323788,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN36780_c0_g1,2.078229431,4.522400081,4.162927651,1.086350871,0.277323788,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1563_c0_g1,14.79686689,-3.114686752,2.876873912,-1.08266363,0.278957753,NA,Hsp70 protein,Heat shock protein
TRINITY_DN21630_c3_g1,1.910735002,-4.545399263,4.199033666,-1.082486978,0.279036199,NA,Hsp90 protein,Heat shock protein
TRINITY_DN69962_c0_g1,1.910735002,-4.545399263,4.199033666,-1.082486978,0.279036199,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN706808_c0_g1,1.910735002,-4.545399263,4.199033666,-1.082486978,0.279036199,NA,Hsp70 protein,Heat shock protein
TRINITY_DN7876_c8_g1,13.47654656,-3.006273461,2.777531599,-1.082354369,0.279095096,NA,Hsp70 protein,Heat shock protein
TRINITY_DN130932_c0_g1,1.99532697,4.465347949,4.131688019,1.080756322,0.279805522,NA,Hsp70 protein,Heat shock protein
TRINITY_DN100167_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1045248_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1144055_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1153187_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Universal stress protein family,Stress
TRINITY_DN1186485_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1190930_c1_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN12371_c3_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1283673_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN1384736_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1404033_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN151253_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN15814_c0_g2,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN166808_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN169778_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp90 protein,Heat shock protein
TRINITY_DN170597_c0_g2,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN17920_c1_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp90 protein,Heat shock protein
TRINITY_DN22494_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN289238_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN40727_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp90 protein,Heat shock protein
TRINITY_DN476855_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN571717_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN636197_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN71184_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN766481_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Universal stress protein family,Stress
TRINITY_DN89158_c0_g2,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN937231_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN955062_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Viral (Superfamily 1) RNA helicase,RNA helicase
TRINITY_DN999443_c0_g1,2.341407243,-4.835331206,4.475047019,-1.080509587,0.27991532,NA,Hsp70 protein,Heat shock protein
TRINITY_DN101995_c1_g1,101.7370607,2.89490961,2.680712474,1.079903062,0.28018535,0.996840212,RNA helicase (UPF2 interacting domain),RNA helicase
TRINITY_DN33061_c0_g1,7.554239594,3.13027335,2.899100687,1.079739439,0.280258226,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1305912_c0_g1,3.351698923,3.68859485,3.423141815,1.077546608,0.281236141,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10874_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1199122_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp70 protein,Heat shock protein
TRINITY_DN12186_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1311548_c1_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN16069_c0_g2,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN268743_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp90 protein,Heat shock protein
TRINITY_DN54459_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN61298_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp70 protein,Heat shock protein
TRINITY_DN6305_c8_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp70 protein,Heat shock protein
TRINITY_DN929528_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Universal stress protein family,Stress
TRINITY_DN96515_c0_g1,2.317370469,-4.824473578,4.479101114,-1.077107539,0.281432225,NA,Hsp90 protein,Heat shock protein
TRINITY_DN12719_c0_g1,60.83513708,-2.353147724,2.186856112,-1.076041406,0.281908739,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN8715_c1_g1,38.06873819,2.517921512,2.340822046,1.075656954,0.282080706,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN43660_c0_g1,3.941009978,-4.019761091,3.754811396,-1.070562717,0.284366095,NA,Hsp90 protein,Heat shock protein
TRINITY_DN65917_c0_g1,8.690528996,3.055020007,2.8559683,1.069696749,0.28475583,NA,Universal stress protein family,Stress
TRINITY_DN1357_c0_g3,61.95058267,2.909203799,2.719717046,1.069671495,0.284767201,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN73249_c0_g1,6.413239233,3.669035572,3.434266273,1.068360832,0.285357778,NA,Universal stress protein family,Stress
TRINITY_DN975636_c1_g1,1.882315689,-4.524503113,4.254887932,-1.063365989,0.28761601,NA,Hsp70 protein,Heat shock protein
TRINITY_DN9620_c0_g1,4.224849225,3.96230503,3.726348877,1.063321004,0.287636403,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN38472_c0_g1,162.1491305,2.408618238,2.272784254,1.059765454,0.289251317,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN52039_c0_g1,6.744469137,-3.119825491,2.948509448,-1.058102592,0.290008673,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN687169_c0_g1,6.817177859,3.609425787,3.416440204,1.056487329,0.290745627,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN8752_c1_g1,22.00874954,2.493663955,2.360344037,1.056483257,0.290747486,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN93652_c0_g1,6.189874383,-3.626256517,3.446993218,-1.052005701,0.292796934,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1566_c1_g1,15.53526323,-3.341438991,3.179684842,-1.050871126,0.293317783,NA,Hsp90 protein,Heat shock protein
TRINITY_DN68906_c1_g1,6.200747621,3.616684435,3.446560678,1.049360441,0.294012258,NA,Hsp70 protein,Heat shock protein
TRINITY_DN12619_c0_g1,2.337407733,4.694943528,4.47414109,1.049350799,0.294016694,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN164055_c0_g1,2.337407733,4.694943528,4.47414109,1.049350799,0.294016694,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN574865_c0_g1,2.337407733,4.694943528,4.47414109,1.049350799,0.294016694,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN733786_c0_g1,2.337407733,4.694943528,4.47414109,1.049350799,0.294016694,NA,Hsp70 protein,Heat shock protein
TRINITY_DN265365_c0_g1,13.62053211,-2.591728632,2.470073157,-1.04925177,0.294062257,NA,Hsp70 protein,Heat shock protein
TRINITY_DN20796_c0_g1,13.7351369,2.970501374,2.837833564,1.04674968,0.295215044,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN17800_c0_g1,12.54658031,-2.611387386,2.494913481,-1.046684547,0.295245093,NA,Hsp70 protein,Heat shock protein
TRINITY_DN740005_c0_g1,7.821323292,-3.487158148,3.331833109,-1.046618493,0.295275569,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN202072_c0_g1,2.332172273,4.688774118,4.481429486,1.046267521,0.295437537,NA,Hsp90 protein,Heat shock protein
TRINITY_DN235_c3_g1,2.332172273,4.688774118,4.481429486,1.046267521,0.295437537,NA,Hsp90 protein,Heat shock protein
TRINITY_DN372586_c0_g2,2.332172273,4.688774118,4.481429486,1.046267521,0.295437537,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN48837_c0_g1,2.332172273,4.688774118,4.481429486,1.046267521,0.295437537,NA,Hsp70 protein,Heat shock protein
